section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
summary,overall_score,workflow,,,72,
summary,semantic_similarity,workflow,,,85,
summary,structural_similarity,workflow,,,45,
summary,governance_quality,workflow,,,80,
summary,migration_readiness,workflow,,,Requires comprehensive migration with breaking structural changes,
scoring,semantic_similarity,workflow,,,High semantic preservation across all agents with identical core functionality,
scoring,structural_similarity,workflow,,,Major breaking reorganization from flat structure to nested workFlowDetail container,
scoring,governance_quality,workflow,,,Loss of expectedOutput constraints but improved agent identification with agentId,
scoring,overall,workflow,,,Balanced by high semantic preservation despite structural breaking changes,
deduction,executive_summary,workflow,,,AAVA 2.0 introduces breaking structural changes while preserving core agent semantics,High migration effort required,,
deduction,executive_summary,workflow,,,All five agents maintain functional equivalence with enhanced model versions,Medium behavioral risk due to model upgrades,,
deduction,executive_summary,workflow,,,Complete structural reorganization requires coordinated migration across all dependent systems,High operational risk,,
deduction,structural_analysis,workflow,,workflowId,Workflow identifier moved from root level to nested workFlowDetail.id,Breaking path change requiring system updates,workflowId,workFlowDetail.id
deduction,structural_analysis,workflow,,workflowName,Workflow name moved from root level to nested workFlowDetail.name,Breaking path change requiring system updates,workflowName,workFlowDetail.name
deduction,schema_evolution,workflow,,nodes,nodes container renamed to workflowAgents,Requires orchestration system updates,nodes,workflowAgents
deduction,schema_evolution,workflow,,container,Root-level agents moved to nested workflowAgents array,Major structural reorganization,nodes,workflowAgents
deduction,agent_renamed,agent,Hive to Delta Converter,agentName,Agent name preserved exactly across versions,No semantic risk,agentName,name
deduction,agent_renamed,agent,Hive to Delta Unit Tester,agentName,Agent name preserved exactly across versions,No semantic risk,agentName,name
deduction,agent_renamed,agent,Hive to Delta Conversion Tester,agentName,Agent name preserved exactly across versions,No semantic risk,agentName,name
deduction,agent_renamed,agent,Hive to Delta Recon Tester,agentName,Agent name preserved exactly across versions,No semantic risk,agentName,name
deduction,agent_renamed,agent,Hive to Delta Reviewer,agentName,Agent name preserved exactly across versions,No semantic risk,agentName,name
deduction,field_change,agent,Hive to Delta Converter,agentId,New agentId field added (4453) for unique identification,Improved governance and traceability,,agentId
deduction,field_change,agent,Hive to Delta Unit Tester,agentId,New agentId field added (5834) for unique identification,Improved governance and traceability,,agentId
deduction,field_change,agent,Hive to Delta Conversion Tester,agentId,New agentId field added (5158) for unique identification,Improved governance and traceability,,agentId
deduction,field_change,agent,Hive to Delta Recon Tester,agentId,New agentId field added (5393) for unique identification,Improved governance and traceability,,agentId
deduction,field_change,agent,Hive to Delta Reviewer,agentId,New agentId field added (5775) for unique identification,Improved governance and traceability,,agentId
deduction,field_change,agent,Hive to Delta Converter,model,Model upgraded from gpt-4o to gpt-4.1 via modelDeploymentName,Potential behavior variance and performance changes,model,modelDeploymentName
deduction,field_change,agent,Hive to Delta Unit Tester,model,Model upgraded from gpt-4o to gpt-4.1 via modelDeploymentName,Potential behavior variance and performance changes,model,modelDeploymentName
deduction,field_change,agent,Hive to Delta Conversion Tester,model,Model upgraded from gpt-4o to gpt-4.1 via modelDeploymentName,Potential behavior variance and performance changes,model,modelDeploymentName
deduction,field_change,agent,Hive to Delta Recon Tester,model,Model upgraded from gpt-4o to gpt-4.1 via modelDeploymentName,Potential behavior variance and performance changes,model,modelDeploymentName
deduction,field_change,agent,Hive to Delta Reviewer,model,Model upgraded from gpt-4o to gpt-4.1 via modelDeploymentName,Potential behavior variance and performance changes,model,modelDeploymentName
deduction,field_change,agent,Hive to Delta Converter,tools,tools array renamed to toolReferences,Low risk structural rename,tools,toolReferences
deduction,field_change,agent,Hive to Delta Unit Tester,tools,tools array renamed to toolReferences,Low risk structural rename,tools,toolReferences
deduction,field_change,agent,Hive to Delta Conversion Tester,tools,tools array renamed to toolReferences,Low risk structural rename,tools,toolReferences
deduction,field_change,agent,Hive to Delta Recon Tester,tools,tools array renamed to toolReferences,Low risk structural rename,tools,toolReferences
deduction,field_change,agent,Hive to Delta Reviewer,tools,tools array renamed to toolReferences,Low risk structural rename,tools,toolReferences
deduction,agent_drift,agent,Hive to Delta Converter,task,Task structure flattened from nested task.description to direct description field,Simplified structure but potential parsing impact,task.description,description
deduction,agent_drift,agent,Hive to Delta Unit Tester,task,Task structure flattened from nested task.description to direct description field,Simplified structure but potential parsing impact,task.description,description
deduction,agent_drift,agent,Hive to Delta Conversion Tester,task,Task structure flattened from nested task.description to direct description field,Simplified structure but potential parsing impact,task.description,description
deduction,agent_drift,agent,Hive to Delta Recon Tester,task,Task structure flattened from nested task.description to direct description field,Simplified structure but potential parsing impact,task.description,description
deduction,agent_drift,agent,Hive to Delta Reviewer,task,Task structure flattened from nested task.description to direct description field,Simplified structure but potential parsing impact,task.description,description
deduction,missing_metadata,agent,Hive to Delta Converter,expectedOutput,Expected output specification removed completely,Loss of validation enforcement and governance clarity,task.expectedOutput,
deduction,missing_metadata,agent,Hive to Delta Unit Tester,expectedOutput,Expected output specification removed completely,Loss of validation enforcement and governance clarity,task.expectedOutput,
