section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
summary,overall_score,workflow,,,72,
summary,semantic_similarity,workflow,,,85,
summary,structural_similarity,workflow,,,45,
summary,governance_quality,workflow,,,70,
summary,migration_readiness,workflow,,,Requires comprehensive structural migration,
scoring,semantic_similarity,workflow,,,High semantic preservation across all agents with identical core functionality,
scoring,structural_similarity,workflow,,,Major breaking reorganization from flat nodes array to nested workflowAgents structure,
scoring,governance_quality,workflow,,,Loss of expectedOutput constraints reduces validation enforceability,
scoring,overall,workflow,,,Balanced by high semantic correctness despite structural breaking changes,
deduction,executive_summary,workflow,,,AAVA 2.0 introduces breaking structural changes while preserving core agent semantics,High migration effort required,,
deduction,executive_summary,workflow,,,Complete workflow container reorganization impacts all downstream systems,Breaking change,,
deduction,executive_summary,workflow,,,All agents maintain semantic equivalence with enhanced model versions,Low execution risk,,
deduction,executive_summary,workflow,,,Loss of expectedOutput specifications reduces governance controls,Governance degradation,,
deduction,structural_analysis,workflow,,workflowId,Workflow identifier changed from workflowId to workFlowDetail.id,Breaking path change,workflowId,workFlowDetail.id
deduction,structural_analysis,workflow,,workflowName,Workflow name changed from workflowName to workFlowDetail.name,Breaking path change,workflowName,workFlowDetail.name
deduction,schema_evolution,workflow,,container,Root nodes array replaced with workflowAgents array,Breaking structural change,nodes,workflowAgents
deduction,schema_evolution,workflow,,nesting,Workflow metadata moved into nested workFlowDetail container,Increased complexity,root level,workFlowDetail
deduction,agent_renamed,agent,Hive_to_BigQuery_Converter,,Agent name standardized with consistent casing,Low semantic risk,Hive_to_BigQuery_Converter,Hive to BigQuery Converter
deduction,agent_renamed,agent,Hive_to_Bigquery_Unit_Tester,,Agent name standardized with consistent casing,Low semantic risk,Hive_to_Bigquery_Unit_Tester,Hive to Bigquery Unit Tester
deduction,agent_renamed,agent,Hive_to_BigQuery_Conversion_Tester,,Agent name standardized with consistent casing,Low semantic risk,Hive_to_BigQuery_Conversion_Tester,Hive to BigQuery Conversion Tester
deduction,agent_renamed,agent,Hive_to_BigQuery_Recon_Tester,,Agent name standardized with consistent casing,Low semantic risk,Hive_to_BigQuery_Recon_Tester,Hive to BigQuery Recon Tester
deduction,agent_renamed,agent,Hive_to_BigQuery_Reviewer,,Agent name standardized with consistent casing,Low semantic risk,Hive_to_BigQuery_Reviewer,Hive to BigQuery Reviewer
deduction,field_change,agent,Hive_to_BigQuery_Converter,agentName,agentName field replaced with name field,Breaking field change,agentName,name
deduction,field_change,agent,Hive_to_BigQuery_Converter,model,model field replaced with modelDeploymentName,Breaking field change,model,modelDeploymentName
deduction,field_change,agent,Hive_to_BigQuery_Converter,tools,tools field replaced with toolReferences,Breaking field change,tools,toolReferences
deduction,type_change,agent,Hive_to_BigQuery_Converter,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,missing_metadata,agent,Hive_to_BigQuery_Converter,task,Task container structure completely removed,Loss of structured metadata,,
deduction,missing_metadata,agent,Hive_to_BigQuery_Converter,expectedOutput,Expected output specification removed,Loss of validation enforcement,,
deduction,constraint_change,agent,Hive_to_BigQuery_Converter,description,Task description flattened from nested structure to direct field,Reduced constraint clarity,,
deduction,field_change,agent,Hive_to_Bigquery_Unit_Tester,agentName,agentName field replaced with name field,Breaking field change,agentName,name
deduction,field_change,agent,Hive_to_Bigquery_Unit_Tester,model,model field replaced with modelDeploymentName,Breaking field change,model,modelDeploymentName
deduction,field_change,agent,Hive_to_Bigquery_Unit_Tester,tools,tools field replaced with toolReferences,Breaking field change,tools,toolReferences
deduction,type_change,agent,Hive_to_Bigquery_Unit_Tester,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,missing_metadata,agent,Hive_to_Bigquery_Unit_Tester,task,Task container structure completely removed,Loss of structured metadata,,
deduction,missing_metadata,agent,Hive_to_Bigquery_Unit_Tester,expectedOutput,Expected output specification removed,Loss of validation enforcement,,
deduction,constraint_change,agent,Hive_to_Bigquery_Unit_Tester,description,Task description flattened from nested structure to direct field,Reduced constraint clarity,,
deduction,field_change,agent,Hive_to_BigQuery_Conversion_Tester,agentName,agentName field replaced with name field,Breaking field change,agentName,name
deduction,field_change,agent,Hive_to_BigQuery_Conversion_Tester,model,model field replaced with modelDeploymentName,Breaking field change,model,modelDeploymentName
deduction,field_change,agent,Hive_to_BigQuery_Conversion_Tester,tools,tools field replaced with toolReferences,Breaking field change,tools,toolReferences
deduction,type_change,agent,Hive_to_BigQuery_Conversion_Tester,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,missing_metadata,agent,Hive_to_BigQuery_Conversion_Tester,task,Task container structure completely removed,Loss of structured metadata,,
deduction,missing_metadata,agent,Hive_to_BigQuery_Conversion_Tester,expectedOutput,Expected output specification removed,Loss of validation enforcement,,
deduction,constraint_change,agent,Hive_to_BigQuery_Conversion_Tester,description,Task description flattened from nested structure to direct field,Reduced constraint clarity,,
